Rank,Club,Country,Level,Elo,From,To
46,Hoffenheim,GER,1,1712.88745117,2022-01-24,2022-02-05
47,Union Berlin,GER,1,1706.39916992,2022-01-23,2022-02-05
48,Valencia,ESP,1,1706.19934082,2022-01-23,2022-02-05
49,Everton,ENG,1,1704.65686035,2022-01-23,2022-02-05
50,Lazio,ITA,1,1702.5333252,2022-01-23,2022-02-04
51,Feyenoord,NED,1,1701.6854248,2022-01-24,2022-02-04
52,Marseille,FRA,1,1701.10314941,2022-01-23,2022-02-01
53,Nice,FRA,1,1690.54553223,2022-01-24,2022-02-06
54,Rennes,FRA,1,1690.2043457,2022-01-24,2022-02-06
55,Burnley,ENG,1,1683.83276367,2022-01-31,2022-02-05
56,Gladbach,GER,1,1683.45007324,2022-01-31,2022-02-02
57,Olympiakos,GRE,1,1682.60083008,2022-01-31,2022-02-02
58,Slavia Praha,CZE,1,1677.41882324,2022-01-23,2022-02-05
59,Young Boys,SUI,1,1676.6072998,2022-01-30,2022-02-05
60,Newcastle,ENG,1,1675.55664062,2022-01-30,2022-02-05
61,Alkmaar,NED,1,1671.12658691,2022-01-23,2022-02-05
62,Zenit,RUS,1,1670.60717773,2022-01-21,2022-02-12
63,Mainz,GER,1,1666.33410645,2022-01-30,2022-02-05
64,Shakhtar,UKR,1,1666.31530762,2022-01-30,2022-02-08
65,Fulham,ENG,2,1664.13696289,2022-01-30,2022-02-04
66,Osasuna,ESP,1,1663.9564209,2022-01-24,2022-02-04
67,Montpellier,FRA,1,1661.31347656,2022-01-24,2022-02-04
68,Crvena Zvezda,SRB,1,1659.9185791,2022-01-23,2022-02-04
69,Getafe,ESP,1,1657.75585938,2022-01-30,2022-02-04
70,Brentford,ENG,1,1657.52038574,2022-01-30,2022-02-05
71,Strasbourg,FRA,1,1655.51416016,2022-01-30,2022-02-05
72,Sassuolo,ITA,1,1653.64904785,2022-01-30,2022-02-06
73,Granada,ESP,1,1652.85656738,2022-01-30,2022-02-06
74,Wolfsburg,GER,1,1652.31091309,2022-01-30,2022-02-06
75,Rangers,SCO,1,1651.17285156,2022-01-30,2022-02-02
76,Rayo Vallecano,ESP,1,1647.8392334,2022-01-24,2022-02-02
77,Fiorentina,ITA,1,1645.89147949,2022-01-24,2022-02-02
78,Koeln,GER,1,1645.5880127,2022-01-23,2022-02-02
79,Espanyol,ESP,1,1640.54187012,2022-01-22,2022-02-02
80,Dinamo Zagreb,CRO,1,1640.10449219,2022-01-31,2022-02-02
81,Braga,POR,1,1639.81335449,2022-01-31,2022-02-02
82,Dynamo Kyiv,UKR,1,1635.98864746,2022-01-31,2022-02-05
83,Watford,ENG,1,1630.83886719,2022-01-22,2022-02-05
84,Eibar,ESP,2,1628.36938477,2022-01-30,2022-02-05
85,Bielefeld,GER,1,1626.5390625,2022-01-30,2022-02-05
86,Lens,FRA,1,1626.21923828,2022-01-30,2022-02-06
87,Nantes,FRA,1,1625.00390625,2022-01-30,2022-02-06
88,Torino,ITA,1,1624.6854248,2022-01-30,2022-02-06
89,Norwich,ENG,1,1622.96264648,2022-01-25,2022-02-05
90,Hertha,GER,1,1617.58886719,2022-01-25,2022-02-04
91,Elche,ESP,1,1616.42016602,2022-01-25,2022-02-04
92,Verona,ITA,1,1615.19018555,2022-01-25,2022-02-06
93,Stuttgart,GER,1,1610.94055176,2022-01-25,2022-02-05
94,Bodoe Glimt,NOR,1,1606.02233887,2022-01-25,2022-02-02
95,Valladolid,ESP,2,1604.72302246,2022-01-29,2022-02-02
96,Mallorca,ESP,1,1601.0949707,2022-01-29,2022-02-02
97,Bournemouth,ENG,2,1600.4387207,2022-01-30,2022-02-02
98,Reims,FRA,1,1597.53076172,2022-01-30,2022-02-02
99,Brugge,BEL,1,1596.50830078,2022-01-31,2022-02-02
100,Augsburg,GER,1,1596.48876953,2022-01-31,2022-02-02
None,FC Kobenhavn,DEN,1,1595.70581055,2022-01-31,2022-02-17
None,Celtic,SCO,1,1593.7364502,2022-01-30,2022-02-02
None,Brest,FRA,1,1592.3145752,2022-01-23,2022-02-06
None,Bochum,GER,1,1590.51074219,2022-01-23,2022-02-04
None,Alaves,ESP,1,1590.25,2022-01-24,2022-02-05
None,Vitesse,NED,1,1588.27978516,2022-01-23,2022-02-05
None,Basel,SUI,1,1585.56713867,2022-01-31,2022-02-06
None,Utrecht,NED,1,1584.96704102,2022-01-24,2022-02-05
None,Bologna,ITA,1,1584.70727539,2022-01-22,2022-02-06
None,Almeria,ESP,2,1583.51025391,2022-01-30,2022-02-04
None,Udinese,ITA,1,1582.81079102,2022-01-23,2022-02-06
None,Trabzonspor,TUR,1,1582.67236328,2022-01-24,2022-02-05
None,Midtjylland,DEN,1,1582.10375977,2021-12-10,2022-02-17
None,Werder,GER,2,1581.78942871,2022-01-23,2022-02-05
None,Cadiz,ESP,1,1581.13574219,2022-01-23,2022-02-05
None,Levante,ESP,1,1578.39807129,2022-01-23,2022-02-04
None,Sparta Praha,CZE,1,1577.31591797,2021-12-19,2022-02-05
None,Angers,FRA,1,1574.6628418,2022-01-27,2022-02-04
None,Darmstadt,GER,2,1573.90490723,2022-01-23,2022-02-06
None,Sheffield United,ENG,2,1573.67773438,2022-01-30,2022-02-04
None,Sampdoria,ITA,1,1571.20544434,2022-01-24,2022-02-06
None,Partizan,SRB,1,1569.3536377,2021-12-19,2022-02-12
None,Girona,ESP,2,1569.33459473,2022-01-30,2022-02-05
None,Tenerife,ESP,2,1566.00402832,2022-01-31,2022-02-06
None,QPR,ENG,2,1565.06860352,2022-01-30,2022-02-09
None,Blackburn,ENG,2,1564.88574219,2022-01-30,2022-02-05
None,Empoli,ITA,1,1558.63537598,2022-01-24,2022-02-06
None,Hamburg,GER,2,1555.92150879,2022-01-22,2022-02-06
None,West Brom,ENG,2,1555.37695312,2022-01-30,2022-02-09
None,Rapid Wien,AUT,1,1555.09326172,2021-12-13,2022-02-11
None,LASK,AUT,1,1554.89868164,2021-12-13,2022-02-13
None,Molde,NOR,1,1554.29162598,2021-12-13,2022-02-17
None,Antwerp,BEL,1,1554.00964355,2022-01-31,2022-02-02
None,Sturm Graz,AUT,1,1553.87121582,2021-12-13,2022-02-12
None,Bordeaux,FRA,1,1548.93225098,2022-01-24,2022-02-06
None,Dynamo Moskva,RUS,1,1546.27526855,2021-12-13,2022-02-17
None,Malmoe,SWE,1,1545.53051758,2021-12-09,2022-04-03
None,Huesca,ESP,2,1544.00854492,2022-01-30,2022-02-06
None,PAOK,GRE,1,1543.45422363,2022-01-31,2022-02-02
None,Viktoria Plzen,CZE,1,1542.92614746,2021-12-19,2022-02-06
None,Spezia,ITA,1,1542.54638672,2022-01-24,2022-02-07
None,Metz,FRA,1,1541.77758789,2022-01-24,2022-02-06
None,Schalke,GER,2,1541.4831543,2022-01-23,2022-02-05
None,Toulouse,FRA,2,1541.24926758,2022-01-23,2022-02-05
None,Clermont,FRA,1,1537.34863281,2022-01-24,2022-02-06
None,Leganes,ESP,2,1534.04101562,2022-01-31,2022-02-06
None,Troyes,FRA,1,1533.93371582,2022-01-24,2022-02-06
None,Cagliari,ITA,1,1533.8605957,2022-01-24,2022-02-06
None,Gent,BEL,1,1532.29760742,2022-01-31,2022-02-06
None,Twente,NED,1,1531.24023438,2022-01-23,2022-02-05
None,Osijek,CRO,1,1531.03149414,2022-01-30,2022-02-06
None,Sochi,RUS,1,1530.71069336,2021-12-14,2022-02-17
None,Anderlecht,BEL,1,1530.21081543,2022-01-31,2022-02-06
None,Saint-Etienne,FRA,1,1528.32141113,2022-01-27,2022-02-05
None,Oviedo,ESP,2,1527.62646484,2022-01-30,2022-02-06
None,Lecce,ITA,2,1527.09887695,2022-01-27,2022-02-05
None,Maccabi Haifa,ISR,1,1526.98669434,2022-01-31,2022-02-07
None,Middlesbrough,ENG,2,1526.97900391,2022-01-30,2022-02-09
None,Zuerich,SUI,1,1525.98522949,2022-01-30,2022-02-05
None,Forest,ENG,2,1525.02307129,2022-01-31,2022-02-09
None,St Gillis,BEL,1,1523.9934082,2022-01-31,2022-02-05
None,CSKA Moskva,RUS,1,1522.76574707,2021-12-12,2022-02-17
None,Spartak Moskva,RUS,1,1522.54089355,2021-12-14,2022-02-17
None,FC Krasnodar,RUS,1,1521.93823242,2021-12-13,2022-02-17
None,Genoa,ITA,1,1521.76416016,2022-01-23,2022-02-05
None,Brondby,DEN,1,1519.75048828,2021-12-10,2022-02-17
None,Zorya,UKR,1,1519.19396973,2021-12-13,2022-07-20
None,Fenerbahce,TUR,1,1517.98022461,2022-01-23,2022-02-05
None,Lok Moskva,RUS,1,1517.97570801,2021-12-13,2022-02-17
None,Ponferradina,ESP,2,1517.81616211,2022-01-31,2022-02-05
None,Wolfsberg,AUT,1,1514.1907959,2021-12-12,2022-02-12
None,Lorient,FRA,1,1513.96350098,2022-01-24,2022-02-06
None,Luton,ENG,2,1513.89318848,2022-01-30,2022-02-01
None,Fuerth,GER,1,1512.34008789,2022-01-23,2022-02-06
None,Genk,BEL,1,1511.19689941,2022-01-24,2022-02-06
None,Paderborn,GER,2,1510.68261719,2022-01-23,2022-02-05
None,Preston,ENG,2,1507.66711426,2022-01-30,2022-02-01
None,St Pauli,GER,2,1507.14672852,2022-01-22,2022-02-05
None,Las Palmas,ESP,2,1506.02392578,2022-01-31,2022-02-06
None,Gil Vicente,POR,1,1505.39306641,2022-01-24,2022-02-02
None,CFR Cluj,ROM,1,1505.06396484,2022-02-01,2022-02-05
None,Swansea,ENG,2,1504.92773438,2022-01-30,2022-02-01
None,Rijeka,CRO,1,1502.30432129,2022-01-31,2022-02-05
None,Cartagena,ESP,2,1501.5723877,2022-01-31,2022-02-06
None,Benevento,ITA,2,1501.38085938,2022-01-23,2022-02-05
None,Groningen,NED,1,1500.82751465,2022-01-23,2022-02-06
None,M Tel Aviv,ISR,1,1500.65588379,2022-01-30,2022-02-05
None,Gijon,ESP,2,1500.61816406,2022-01-29,2022-02-05
None,Huddersfield,ENG,2,1499.41650391,2022-01-29,2022-02-02
None,Lugo,ESP,2,1499.19189453,2022-01-30,2022-02-05
None,Stoke,ENG,2,1498.25439453,2022-01-29,2022-02-08
None,Besiktas,TUR,1,1495.89685059,2022-01-23,2022-02-06
None,Paris FC,FRA,2,1495.87524414,2022-01-29,2022-02-01
None,Ferencvaros,HUN,1,1495.63269043,2022-01-31,2022-02-06
None,Heidenheim,GER,2,1495.39221191,2022-01-23,2022-02-04
None,Millwall,ENG,2,1494.57141113,2022-01-30,2022-02-01
None,Guimaraes,POR,1,1494.30517578,2022-01-31,2022-02-05
None,Holstein,GER,2,1494.10510254,2022-01-24,2022-02-06
None,Nuernberg,GER,2,1493.8927002,2022-01-22,2022-02-04
None,Ibiza Eivissa,ESP,2,1493.75488281,2022-02-01,2022-02-04
None,Auxerre,FRA,2,1493.33459473,2022-01-29,2022-02-01
None,Galatasaray,TUR,1,1491.86242676,2022-01-24,2022-02-06
None,Coventry,ENG,2,1490.9486084,2022-01-30,2022-02-08
None,Sheriff Tiraspol,MOL,0,1490.16931152,2021-12-08,2022-02-17
None,Slovacko,CZE,1,1490.09570312,2021-12-19,2022-02-13
None,Hajduk,CRO,1,1489.65722656,2022-01-30,2022-02-05
None,Venezia,ITA,1,1489.53393555,2022-01-23,2022-02-06
None,Karabakh Agdam,AZE,0,1487.50463867,2021-12-10,2022-02-17
None,Brescia,ITA,2,1487.21313477,2022-01-23,2022-02-05
None,Konyaspor,TUR,1,1484.15795898,2022-01-24,2022-02-04
None,Austria Wien,AUT,1,1482.78894043,2021-12-13,2022-02-12
None,Burgos,ESP,2,1482.24255371,2022-01-30,2022-02-04
None,Zaragoza,ESP,2,1481.00842285,2022-02-01,2022-02-05
None,Karlsruhe,GER,2,1480.43347168,2022-01-16,2022-02-05
None,Derby,ENG,2,1479.53479004,2022-01-31,2022-02-02
None,Duesseldorf,GER,2,1479.29003906,2022-01-22,2022-02-06
None,Frosinone,ITA,2,1478.57434082,2022-01-22,2022-02-05
None,Nimes,FRA,2,1477.84179688,2022-01-29,2022-02-01
None,Sivasspor,TUR,1,1477.17114258,2022-01-23,2022-02-05
None,Monza,ITA,2,1476.59912109,2022-01-23,2022-02-06
None,Lugano,SUI,1,1476.21569824,2022-01-30,2022-02-06
None,AEK,GRE,1,1475.34484863,2022-01-31,2022-02-02
None,Ajaccio,FRA,2,1471.68859863,2022-01-29,2022-02-07
None,Cardiff,ENG,2,1471.17822266,2022-01-31,2022-02-02
None,Steaua,ROM,1,1468.62792969,2022-01-31,2022-02-06
None,Apollon Lemesos,CYP,0,1468.19567871,2021-12-10,2022-07-19
None,AIK,SWE,1,1467.45788574,2021-12-09,2022-04-02
None,Santa Clara,POR,1,1466.95397949,2022-01-23,2022-02-01
None,Mirandes,ESP,2,1466.68103027,2022-01-31,2022-02-06
None,Bueyueksehir,TUR,1,1466.37194824,2022-01-23,2022-02-05
None,Rosenborg,NOR,1,1465.94335938,2021-12-13,2022-02-17
None,Charleroi,BEL,1,1465.22216797,2022-01-29,2022-02-04
None,Cremonese,ITA,2,1465.21643066,2022-01-24,2022-02-06
None,Razgrad,BUL,1,1465.17895508,2021-12-21,2022-02-13
None,Viking,NOR,1,1464.71582031,2021-12-13,2022-02-17
None,Lech,POL,1,1462.94213867,2021-12-20,2022-02-06
None,Beer-Sheva,ISR,1,1462.30175781,2022-01-30,2022-02-05
None,Pisa,ITA,2,1459.57873535,2022-01-23,2022-02-05
None,Heerenveen,NED,1,1459.45373535,2022-01-23,2022-02-05
None,Alanyaspor,TUR,1,1459.34521484,2022-01-24,2022-02-06
None,Hull,ENG,2,1459.03869629,2022-01-30,2022-02-05
None,Banik Ostrava,CZE,1,1458.32092285,2021-12-20,2022-02-06
None,Sochaux,FRA,2,1458.30761719,2022-01-23,2022-02-05
None,Blackpool,ENG,2,1457.91320801,2022-01-30,2022-02-05
None,Heracles,NED,1,1456.83837891,2022-01-24,2022-02-06
None,Maritimo,POR,1,1456.20031738,2022-01-31,2022-02-05
None,Regensburg,GER,2,1456.14355469,2022-01-24,2022-02-05
None,Terek Grozny,RUS,1,1454.87524414,2021-12-13,2022-02-17
None,Hartberg,AUT,1,1454.48669434,2021-12-12,2022-02-13
None,Cittadella,ITA,2,1453.86474609,2022-01-31,2022-02-05
None,Moreirense,POR,1,1453.08691406,2022-01-31,2022-02-07
None,Fuenlabrada,ESP,2,1452.91540527,2022-01-31,2022-02-06
None,Randers,DEN,1,1452.73388672,2021-12-10,2022-02-17
None,Famalicao,POR,1,1451.71716309,2022-02-01,2022-02-06
None,Amorebieta,ESP,2,1451.55493164,2022-01-30,2022-02-06
None,Mechelen,BEL,1,1450.03344727,2022-01-31,2022-02-06
None,Hammarby,SWE,1,1449.93603516,2021-12-09,2022-04-02
None,Rubin Kazan,RUS,1,1449.41748047,2021-12-12,2022-02-17
None,Boavista,POR,1,1449.38623047,2022-01-22,2022-02-01
None,CSKA Sofia,BUL,1,1448.98083496,2021-12-21,2022-02-13
None,Aalborg,DEN,1,1448.9744873,2021-12-10,2022-02-17
None,Servette,SUI,1,1448.00756836,2022-01-30,2022-02-05
None,Portimonense,POR,1,1447.92053223,2022-01-31,2022-02-05
None,Aarhus,DEN,1,1447.16503906,2021-12-10,2022-02-17
None,Pogon,POL,1,1446.9432373,2021-12-19,2022-02-05
None,Pacos Ferreira,POR,1,1446.41662598,2022-02-01,2022-02-05
None,Le Havre,FRA,2,1446.34265137,2022-01-23,2022-02-05
None,Rakow,POL,1,1443.2121582,2021-12-19,2022-02-06
None,Malaga,ESP,2,1443.08056641,2022-01-31,2022-02-05
None,Djurgarden,SWE,1,1442.81152344,2021-12-09,2022-04-04
None,Parma,ITA,2,1440.19812012,2022-01-31,2022-02-05
None,Panathinaikos,GRE,1,1440.14050293,2022-01-30,2022-02-02
None,Klagenfurt,AUT,1,1439.34423828,2021-12-13,2022-02-13
None,Dnipro,UKR,1,1439.2557373,2021-12-11,2022-07-20
None,Hannover,GER,2,1438.11437988,2022-01-24,2022-02-04
None,Elfsborg,SWE,1,1437.0189209,2021-12-09,2022-04-04
None,Salernitana,ITA,1,1436.52453613,2022-01-24,2022-02-07
None,Wattens,AUT,1,1436.5189209,2021-12-12,2022-02-12
None,Dijon,FRA,2,1436.11291504,2022-01-23,2022-02-05
None,Birmingham,ENG,2,1434.24072266,2022-01-31,2022-02-04
None,Reading,ENG,2,1433.43383789,2022-01-30,2022-02-09
None,Sparta Rotterdam,NED,1,1431.59350586,2022-01-24,2022-02-06
None,Sion,SUI,1,1431.46118164,2022-01-31,2022-02-06
None,Gaziantep FK,TUR,1,1430.45678711,2022-01-24,2022-02-05
None,Cambuur,NED,1,1430.29370117,2022-01-23,2022-02-05
None,Sverdlovsk,RUS,1,1429.76965332,2021-12-12,2022-02-17
None,Rostov,RUS,1,1429.08398438,2021-12-12,2022-02-17
None,StGallen,SUI,1,1427.54614258,2022-01-31,2022-02-06
None,Kortrijk,BEL,1,1426.63012695,2022-01-31,2022-02-02
None,Bristol City,ENG,2,1425.51757812,2022-01-30,2022-02-05
None,Grasshoppers,SUI,1,1425.43823242,2022-01-31,2022-02-05
None,Amiens,FRA,2,1425.11291504,2022-01-27,2022-02-05
None,Kryliya Sovetov,RUS,1,1423.65759277,2021-12-12,2022-02-17
None,Valerenga,NOR,1,1421.71972656,2021-12-13,2022-02-17
None,Hatayspor,TUR,1,1420.55505371,2022-01-24,2022-02-04
None,Cercle Brugge,BEL,1,1420.00402832,2022-01-30,2022-02-05
None,Nijmegen,NED,1,1415.85852051,2022-01-24,2022-02-05
None,AEL Limassol,CYP,0,1415.82263184,2021-12-10,2022-07-01
None,Standard,BEL,1,1415.53649902,2022-01-31,2022-02-05
None,Anorthosis,CYP,0,1415.42382812,2021-12-10,2022-07-01
None,Omonia,CYP,0,1415.42321777,2021-12-10,2022-07-19
None,Adana Demirspor,TUR,1,1414.75524902,2022-01-23,2022-02-06
None,Ascoli,ITA,2,1414.17150879,2022-01-23,2022-02-05
None,Leuven,BEL,1,1413.80932617,2022-01-27,2022-02-05
None,Estoril,POR,1,1413.23901367,2022-02-01,2022-02-05
None,Ried,AUT,1,1413.07836914,2021-12-12,2022-02-12
None,Aris,GRE,1,1411.64892578,2022-01-31,2022-02-02
None,HNK Gorica,CRO,1,1408.0682373,2022-01-29,2022-02-05
None,Sociedad B,ESP,2,1408.00646973,2022-01-31,2022-02-05
None,Dresden,GER,2,1406.75292969,2022-01-24,2022-02-06
None,Barnsley,ENG,2,1406.56005859,2022-01-30,2022-02-02
None,Guingamp,FRA,2,1406.31079102,2022-01-23,2022-02-05
None,Asteras Tripolis,GRE,1,1405.77380371,2022-01-30,2022-02-02
None,Waalwijk,NED,1,1405.41589355,2022-01-24,2022-02-06
None,Pau,FRA,2,1405.37011719,2022-01-16,2022-02-01
None,FK Astana,KAZ,0,1405.34277344,2021-12-10,2022-07-06
None,Belenenses,POR,1,1402.39953613,2022-01-24,2022-02-02
None,Grenoble,FRA,2,1402.16601562,2022-01-16,2022-02-05
None,Vizela,POR,1,1401.76708984,2022-01-31,2022-02-06
None,Kasimpasa,TUR,1,1401.37451172,2022-01-24,2022-02-05
None,Vorskla,UKR,1,1401.09924316,2021-12-12,2022-07-20
None,Zwolle,NED,1,1399.78967285,2022-01-23,2022-02-05
None,Slovan Liberec,CZE,1,1398.95227051,2021-12-20,2022-02-15
None,Lechia,POL,1,1398.11035156,2021-12-18,2022-02-05
None,Niort,FRA,2,1396.68408203,2022-01-29,2022-02-01
None,Tondela,POR,1,1396.41516113,2022-01-31,2022-02-07
None,Fatih Karaguemruek,TUR,1,1396.04675293,2022-01-23,2022-02-05
None,Rostock,GER,2,1395.984375,2022-01-23,2022-02-06
None,Willem II,NED,1,1395.6081543,2022-01-23,2022-02-06
None,Ufa,RUS,1,1393.80163574,2021-12-13,2022-02-17
None,Spal,ITA,2,1393.50036621,2022-01-23,2022-02-06
None,Rodez,FRA,2,1393.14257812,2022-01-23,2022-02-05
None,Norrkoeping,SWE,1,1392.92419434,2021-12-09,2022-04-03
None,Odense,DEN,1,1392.49743652,2021-12-10,2022-02-17
None,Luzern,SUI,1,1392.43127441,2022-01-31,2022-02-06
None,Sittard,NED,1,1390.53588867,2022-01-24,2022-02-05
None,Perugia,ITA,2,1389.25280762,2022-01-23,2022-02-05
None,Legia,POL,1,1389.05432129,2021-12-20,2022-02-04
None,Zilina,SLK,0,1387.72717285,2021-12-10,2022-07-01
None,Goeztepe,TUR,1,1387.54064941,2022-01-23,2022-02-06
None,Lillestrom,NOR,1,1387.33789062,2021-12-13,2022-02-17
None,Jablonec,CZE,1,1386.95263672,2021-12-19,2022-02-05
None,Kayseri,TUR,1,1386.90600586,2022-01-24,2022-02-04
None,Slovan Bratislava,SLK,0,1386.82275391,2021-12-10,2022-07-06
None,FC Khimki,RUS,1,1386.65209961,2021-12-13,2022-02-17
None,Kolos,UKR,1,1386.45605469,2021-12-13,2022-07-20
None,Silkeborg,DEN,1,1385.93286133,2021-12-10,2022-02-17
None,Nordsjaelland,DEN,1,1385.41113281,2021-12-10,2022-02-17
None,Desna,UKR,1,1383.55114746,2021-12-11,2022-07-01
None,Olexandriya,UKR,1,1383.296875,2021-12-12,2022-07-20
None,Mlada Boleslav,CZE,1,1382.93334961,2021-12-20,2022-02-06
None,Trnava,SLK,0,1382.03161621,2021-12-10,2022-07-06
None,St Truiden,BEL,1,1381.70812988,2022-01-29,2022-02-05
None,Oostende,BEL,1,1381.14257812,2022-01-30,2022-02-05
None,Sandhausen,GER,2,1381.1027832,2022-01-17,2022-02-05
None,Caen,FRA,2,1380.58947754,2022-01-29,2022-02-05
None,Como,ITA,2,1380.54516602,2022-01-23,2022-02-05
None,Crotone,ITA,2,1378.79772949,2022-01-31,2022-02-05
None,Alcorcon,ESP,2,1378.79602051,2022-01-31,2022-02-04
None,Zulte Waregem,BEL,1,1378.3963623,2022-01-30,2022-02-06
None,Aue,GER,2,1376.72143555,2022-01-23,2022-02-05
None,Go Ahead Eagles,NED,1,1375.06188965,2022-01-24,2022-02-06
None,Kristiansund,NOR,1,1374.78759766,2021-12-13,2022-02-17
None,Piast Gliwice,POL,1,1374.1060791,2021-12-19,2022-02-05
None,Dunajska,SLK,0,1373.97509766,2021-12-10,2022-07-06
None,Mjaellby,SWE,1,1372.98596191,2021-12-09,2022-04-04
None,Peterboro,ENG,2,1369.87646484,2022-01-30,2022-02-09
None,Reggina,ITA,2,1369.7487793,2022-01-23,2022-02-05
None,Arouca,POR,1,1369.73657227,2022-02-01,2022-02-06
None,Goeteborg,SWE,1,1369.44104004,2021-12-09,2022-04-03
None,Tula,RUS,1,1369.20043945,2021-12-12,2022-02-17
None,Ternana,ITA,2,1368.60559082,2022-01-23,2022-02-05
None,Admira,AUT,1,1368.29162598,2021-12-13,2022-02-13
None,Nizhny Novgorod,RUS,1,1366.01342773,2021-12-13,2022-02-17
None,Bastia,FRA,2,1365.75,2022-01-23,2022-02-05
None,Valenciennes,FRA,2,1361.27893066,2022-01-29,2022-02-01
None,Haecken,SWE,1,1358.09729004,2021-12-09,2022-04-02
None,Cukaricki,SRB,1,1357.97119141,2021-12-16,2022-02-12
None,Radomiak,POL,1,1357.83215332,2021-12-20,2022-02-07
None,Sigma Olomouc,CZE,1,1357.62023926,2021-12-20,2022-02-05
None,Craiova,ROM,1,1356.68017578,2022-01-29,2022-02-05
None,Eupen,BEL,1,1356.6427002,2022-01-30,2022-02-06
None,Sarpsborg,NOR,1,1354.48400879,2021-12-13,2022-02-17
None,Altach,AUT,1,1353.24865723,2021-12-12,2022-02-12
None,Gornik,POL,1,1349.93847656,2021-12-20,2022-02-05
None,Soligorsk,BLR,1,1349.35266113,2021-11-29,2022-03-19
None,Videoton,HUN,1,1348.13476562,2022-01-31,2022-02-05
None,Nancy,FRA,2,1347.98876953,2022-01-20,2022-02-01
None,Aberdeen,SCO,1,1347.70239258,2022-01-26,2022-02-01
None,Giresunspor,TUR,1,1346.62939453,2022-01-24,2022-02-04
None,Haugesund,NOR,1,1346.52270508,2021-12-13,2022-02-17
None,Hibernian,SCO,1,1346.28771973,2022-01-30,2022-02-01
None,Sepsi,ROM,1,1346.02783203,2022-01-29,2022-02-05
None,Lausanne,SUI,1,1345.35229492,2022-01-31,2022-02-05
None,Rizespor,TUR,1,1345.16931152,2022-01-24,2022-02-06
None,Antalyaspor,TUR,1,1343.83081055,2022-01-24,2022-02-06
None,Stromsgodset,NOR,1,1343.34863281,2021-12-13,2022-02-17
None,Lok Zagreb,CRO,1,1343.22705078,2022-01-31,2022-02-05
None,Alessandria,ITA,2,1342.91186523,2022-01-31,2022-02-05
